id	filename	md5	size	state
31a55e2d-cdcc-49bc-8ddf-7b08d4d41b47	31a55e2d-cdcc-49bc-8ddf-7b08d4d41b47/5cd5c56f-20a2-44a1-a4f5-169b734b428a.wxs.aliquot_ensemble_masked.maf.gz	9cd9828a52a12b2b76b335a145efcd81	20285	validated
32641c7a-59f6-44fc-9fdd-922dc4aa1345	32641c7a-59f6-44fc-9fdd-922dc4aa1345/0c672484-74d7-4104-87ed-2ebb18ed13df.wxs.aliquot_ensemble_masked.maf.gz	5c8e9071e132c7b051d57043e110f48f	268177	validated
3295da57-7572-4c8e-87b1-d304c58be395	3295da57-7572-4c8e-87b1-d304c58be395/fd36487b-8603-4407-bda9-60caa4a4250a.wxs.aliquot_ensemble_masked.maf.gz	8fdb6d103e02328903a73c8864608f8a	19146	validated
33707067-6c2d-4a12-9a0a-953e37fdcd36	33707067-6c2d-4a12-9a0a-953e37fdcd36/6b99692b-dd07-404e-8e74-4b1a9d533475.wxs.aliquot_ensemble_masked.maf.gz	b6c6e1a233dfbb42605fcdf33a5b2d22	48565	validated
34df7d24-6deb-4b83-a2c3-460a276ae18b	34df7d24-6deb-4b83-a2c3-460a276ae18b/edd90b6c-7863-4127-b4a6-b5e080b7b1df.wxs.aliquot_ensemble_masked.maf.gz	ba2fd24ca9ea63cd314c18c82899b76e	12236	validated
3530defc-51a8-4ffa-bdc8-80a67ce14fbd	3530defc-51a8-4ffa-bdc8-80a67ce14fbd/e6174290-4362-4e3f-9f0d-e73f97ea3213.wxs.aliquot_ensemble_masked.maf.gz	56571b8e4495f9be02f612506a2b4a3c	22898	validated
35863e1a-db61-4713-8e1a-d0d9bd552f8e	35863e1a-db61-4713-8e1a-d0d9bd552f8e/6c00abff-c499-4162-8593-225027cf7a04.wxs.aliquot_ensemble_masked.maf.gz	d2084fc5b53b0f2e2dfcff465aedb682	63039	validated
36416a0c-a9c1-49d2-81d9-ebd1f6de9409	36416a0c-a9c1-49d2-81d9-ebd1f6de9409/ab7cfac8-23b5-4519-8099-3819549c6500.wxs.aliquot_ensemble_masked.maf.gz	92222f982364f194a22865fab5ff91f7	35023	validated
366b0f10-df6a-4f86-8f43-90f358a49592	366b0f10-df6a-4f86-8f43-90f358a49592/8ee3a955-d6d2-4f56-bdcf-c5ff685f6596.wxs.aliquot_ensemble_masked.maf.gz	c61093dc831550da52f98fcf589af501	59910	validated
367a49be-b36c-48ab-8d4c-9a1bd5c0e147	367a49be-b36c-48ab-8d4c-9a1bd5c0e147/cd34175d-71ad-4f45-ab15-66102ebd7898.wxs.aliquot_ensemble_masked.maf.gz	e40da292b583460bf6203227d53838e3	105817	validated
373262fc-79d7-49ba-bf01-c8e7343f3c86	373262fc-79d7-49ba-bf01-c8e7343f3c86/43e07324-4fe8-4c7d-b0c3-d69896499d61.wxs.aliquot_ensemble_masked.maf.gz	4de14ea0caca28159b66b79fc6e72288	11933	validated
383fcbcd-5973-4b8f-a8cd-cf0c8abce35a	383fcbcd-5973-4b8f-a8cd-cf0c8abce35a/357e8b14-1351-4096-b8ed-edd2eeb4b526.wxs.aliquot_ensemble_masked.maf.gz	f60e1de15b25f1fac62afc35dfa7fbed	169919	validated
387eff68-9c49-4c6c-b33c-800ad8507952	387eff68-9c49-4c6c-b33c-800ad8507952/a5bb6c45-b172-4398-be60-b8b3383350b2.wxs.aliquot_ensemble_masked.maf.gz	9dd3d31f550216a93332758ecfc98b5c	34870	validated
3b72a77a-c16e-4d85-9d02-7f69a4bda226	3b72a77a-c16e-4d85-9d02-7f69a4bda226/425fc9f7-7d09-40e0-ae90-3f834a2f1cc8.wxs.aliquot_ensemble_masked.maf.gz	b075515351167d2863a35b2dbf53be85	31943	validated
3b7a0d4f-369f-42c4-bc1f-3dfcd3affe9b	3b7a0d4f-369f-42c4-bc1f-3dfcd3affe9b/b5ba6501-69bc-4f72-bf39-00f996055d46.wxs.aliquot_ensemble_masked.maf.gz	4e2fcfbb08efec9e144924c3876d3494	243448	validated
3bdc1def-f1c4-42c6-9385-786118b68422	3bdc1def-f1c4-42c6-9385-786118b68422/76ac1725-25de-4b43-b1f3-14c46ecd46f0.wxs.aliquot_ensemble_masked.maf.gz	68490c878a667c80c014bd3068d96047	19709	validated
3d133681-bfc1-49af-9bb5-a75e387a1ab6	3d133681-bfc1-49af-9bb5-a75e387a1ab6/d7f243c4-daff-4051-80e5-c5d07c5491fd.wxs.aliquot_ensemble_masked.maf.gz	ea347f759cd8f0fb6655a63fc9b1f233	371778	validated
3d7e7565-2549-42fb-b24c-2e42dc5b1c66	3d7e7565-2549-42fb-b24c-2e42dc5b1c66/9f19a8f0-c84f-434d-bc23-4a20e9bd746c.wxs.aliquot_ensemble_masked.maf.gz	911eb2b98bfe21918a2bcc523c6bedec	10259	validated
3e5854b0-1b16-4ade-add4-3b0ae79583ef	3e5854b0-1b16-4ade-add4-3b0ae79583ef/38acca27-c2ac-445e-a94c-d9d8917e3e18.wxs.aliquot_ensemble_masked.maf.gz	1b23a30f4c8ea490f6b27bb9c5dfd840	128740	validated
3edfa9ac-be63-4310-80d5-725ed06d5176	3edfa9ac-be63-4310-80d5-725ed06d5176/5ee70093-cfa9-4b63-aa75-782946cc995e.wxs.aliquot_ensemble_masked.maf.gz	c4ad221e7a081e9811a517b371919ce1	91942	validated
3fd1d680-1a7a-4ebb-93c3-5c41b5c26314	3fd1d680-1a7a-4ebb-93c3-5c41b5c26314/6dd10da9-9f3f-4030-a312-825e248e1ebe.wxs.aliquot_ensemble_masked.maf.gz	d03572c16c800943f9ee9edd378b5609	42825	validated
40c39428-75ac-4091-a07f-667893dc5c4e	40c39428-75ac-4091-a07f-667893dc5c4e/0fee0efc-9e32-4036-b7e6-da138fb78c8a.wxs.aliquot_ensemble_masked.maf.gz	a84f0d17fed0710817a95d9a2e88cb75	66147	validated
40c42f37-5fd3-46fc-ad75-f09d38fb0207	40c42f37-5fd3-46fc-ad75-f09d38fb0207/eb3186e6-c736-49ce-84dc-bffe453cb0bd.wxs.aliquot_ensemble_masked.maf.gz	9a2f283b0a913f0f1d33e9d7907df4c8	98780	validated
41577865-fa81-4411-bb25-a9540c62a6d9	41577865-fa81-4411-bb25-a9540c62a6d9/d7651627-12d6-40cb-8008-76678b6da537.wxs.aliquot_ensemble_masked.maf.gz	c5ffbdf7acc12e5cf3c82a4cc23c2e1b	9304	validated
41b44664-d2c7-4a98-8e27-cb4963839b3d	41b44664-d2c7-4a98-8e27-cb4963839b3d/7cd7a346-52b5-4d47-9f6d-c8e0bcc08e45.wxs.aliquot_ensemble_masked.maf.gz	26a042602ec0836cacf781b690b04158	18745	validated
43015f2e-dcc8-475b-b19f-41eb9444a4ff	43015f2e-dcc8-475b-b19f-41eb9444a4ff/7a7be2fa-cc41-46e0-b1d9-8357e74c75e7.wxs.aliquot_ensemble_masked.maf.gz	fc77ffdc74f4b1ee8d53dff86d0fa468	185537	validated
449b8655-c1d2-46a4-88a4-24c7afc9b829	449b8655-c1d2-46a4-88a4-24c7afc9b829/a368ec2b-7497-435f-990b-4fda96cc9ba3.wxs.aliquot_ensemble_masked.maf.gz	cdf91eb2d9fac00da02db0a71b000346	29812	validated
4528fb85-0bf8-449f-87e8-58398b8b079c	4528fb85-0bf8-449f-87e8-58398b8b079c/c9428651-f1a1-4358-b575-59a9c833f79a.wxs.aliquot_ensemble_masked.maf.gz	4c35fbef3ca07bdcb138c3ffc0368b01	49139	validated
4698ef7b-60f7-42d8-b36a-3a8b1a50a6e3	4698ef7b-60f7-42d8-b36a-3a8b1a50a6e3/09d827ef-0a74-49d0-b5a3-9c337a808754.wxs.aliquot_ensemble_masked.maf.gz	cb09990a647a9742cfd2bc3753c90bfe	119808	validated
46e71ff7-2a26-4dcc-bfcc-a46ad99bf7e8	46e71ff7-2a26-4dcc-bfcc-a46ad99bf7e8/ee314774-8658-45b0-9581-5477eb5455d0.wxs.aliquot_ensemble_masked.maf.gz	d2cce6d57d35600820981dedd96df0f6	153091	validated
4708f73a-38da-4035-889b-a7d41e1f8d45	4708f73a-38da-4035-889b-a7d41e1f8d45/7456088e-2be3-4d21-aa77-2dc2e9e7e136.wxs.aliquot_ensemble_masked.maf.gz	2b40061bc4aed98c936e4a1066d4ab41	89331	validated
4752b541-caa5-4f1b-9412-9ad0764c6477	4752b541-caa5-4f1b-9412-9ad0764c6477/f3a17618-f16f-438a-8fe4-d2b6275bf9af.wxs.aliquot_ensemble_masked.maf.gz	2c4da769439cc08c51c660b87308057c	55021	validated
484af9d6-63e5-4fc4-9037-d7af0875b3ec	484af9d6-63e5-4fc4-9037-d7af0875b3ec/1f22f9fa-6955-4c43-badd-cf4ef5cdef83.wxs.aliquot_ensemble_masked.maf.gz	04ddfa23c3a07fdacf77b8922e59a49f	21927	validated
4aff17d2-c1dd-4950-9591-dc0ee07fbd08	4aff17d2-c1dd-4950-9591-dc0ee07fbd08/2dd85917-dd4c-4295-bc95-d1a4e3f4a442.wxs.aliquot_ensemble_masked.maf.gz	1c7229cf9242de366644ea06132c1efc	130454	validated
4b6d9188-92cd-45c6-8a4d-0ab357243a14	4b6d9188-92cd-45c6-8a4d-0ab357243a14/3c23358d-dc1f-486d-bc0d-d1c300731180.wxs.aliquot_ensemble_masked.maf.gz	041c1da3edd52a1b6b652d44a3ce9dab	26457	validated
4b9b4a10-3c4a-4f6c-9ce2-de847f8f7b49	4b9b4a10-3c4a-4f6c-9ce2-de847f8f7b49/c5b8406e-a4bb-4eb7-b8c8-2bf5bd42bf22.wxs.aliquot_ensemble_masked.maf.gz	ec9d4c9e93b327eb4f33c4640987f2fb	167164	validated
4bbcbd70-b185-4564-bfcb-0bc42b9d0e53	4bbcbd70-b185-4564-bfcb-0bc42b9d0e53/8f4416fb-e46d-4381-8f53-f975a11b9168.wxs.aliquot_ensemble_masked.maf.gz	4d1688129b4487b85f05374b381717be	299707	validated
4c745ba8-8434-453f-978a-969ac05a2fd5	4c745ba8-8434-453f-978a-969ac05a2fd5/0f2690a1-dc07-4e05-be34-10021e44b7fd.wxs.aliquot_ensemble_masked.maf.gz	1c02b26190dcf9bd9ac39f78c3188da6	104523	validated
4ccc6ceb-99e9-4519-8725-b833e28cb993	4ccc6ceb-99e9-4519-8725-b833e28cb993/91712412-a8b8-4dec-8863-cfbb352f3f22.wxs.aliquot_ensemble_masked.maf.gz	7f2d3c0cfbec8be6c5f4f95fb30d29d5	123632	validated
4e7f1aed-bd17-409d-baa5-412a1352a2e0	4e7f1aed-bd17-409d-baa5-412a1352a2e0/8bea32c4-ae5a-4ae4-9fc9-90e08d9391ed.wxs.aliquot_ensemble_masked.maf.gz	bc9be34bef2ac84ce4e634accec945bd	38452	validated
4ec83be3-2728-42ae-a632-f654365787e1	4ec83be3-2728-42ae-a632-f654365787e1/769cfb83-3519-4ba4-9b71-e29bae9a4da4.wxs.aliquot_ensemble_masked.maf.gz	d85ff22dd514558c1d384384afff6dee	61936	validated
4f2899fc-1835-4b9f-ad77-2bbf672643d5	4f2899fc-1835-4b9f-ad77-2bbf672643d5/490b1b53-deea-4f42-9dfd-45d709d29859.wxs.aliquot_ensemble_masked.maf.gz	37b2c6500b34ff3317301df6174ba0bc	177452	validated
4f996e4c-c084-4ff3-9ad8-9a0b54155d61	4f996e4c-c084-4ff3-9ad8-9a0b54155d61/e8942c22-48ce-4a8a-bb3b-3ca9debf5020.wxs.aliquot_ensemble_masked.maf.gz	ff64f529effed1e8045614a0148a09f8	116353	validated
514f4618-c0e3-4a98-8faa-471adf505dfc	514f4618-c0e3-4a98-8faa-471adf505dfc/68d26206-6768-4cd4-a01f-d417b9bf51d5.wxs.aliquot_ensemble_masked.maf.gz	1deab31df3ea122f2a988eb98bff5f33	260408	validated
524ee5e6-4b10-4584-8e5a-83152564a8a1	524ee5e6-4b10-4584-8e5a-83152564a8a1/1128aa2f-a39b-496c-a7c6-c69b22710824.wxs.aliquot_ensemble_masked.maf.gz	9fadcdeda497091d7385f38eab7e680d	123860	validated
527bb9cf-9db7-4bf9-9394-1258b6888c54	527bb9cf-9db7-4bf9-9394-1258b6888c54/1f83854b-0d80-4735-97c9-d0f5c5693606.wxs.aliquot_ensemble_masked.maf.gz	35c1e0fdc704d87006da1cb1dcef4b90	173057	validated
535d165b-77a3-429c-8e7a-69397ea4dad3	535d165b-77a3-429c-8e7a-69397ea4dad3/84162dc3-8b99-4773-a54a-b3fdf5cb94f2.wxs.aliquot_ensemble_masked.maf.gz	52789856b1085537c0451fbee3ad9541	44377	validated
53a4550d-389d-4222-8959-ab01b3e40208	53a4550d-389d-4222-8959-ab01b3e40208/98c12e31-0bc2-460f-b0e7-ce03238ba3e6.wxs.aliquot_ensemble_masked.maf.gz	c96af89bd6515ca2fe1de0a465225205	28569	validated
53cc5472-3cb9-47e3-b04d-c1dc168a15c1	53cc5472-3cb9-47e3-b04d-c1dc168a15c1/5e46d465-c3c9-4b3f-bea8-6424d2b17dc5.wxs.aliquot_ensemble_masked.maf.gz	c5cd0d72a2a215ccb63eae832f397856	89250	validated
53ccc041-762e-4495-b7d1-eca89b40dc46	53ccc041-762e-4495-b7d1-eca89b40dc46/b7468d55-7e54-443e-9906-2804921e260d.wxs.aliquot_ensemble_masked.maf.gz	11184760696a5327af08d55b318bea04	121472	validated
55650d57-889e-4dd7-a31a-0bd1b107e280	55650d57-889e-4dd7-a31a-0bd1b107e280/aafd8f00-dfd7-43b6-855f-4adc518f6bc1.wxs.aliquot_ensemble_masked.maf.gz	ad0f27d34bd9f2607c2e064003b9d75c	6981	validated
57641520-9c86-4a56-8c67-604aaa12756e	57641520-9c86-4a56-8c67-604aaa12756e/ed5a0938-c4ed-41b6-aade-49bd8a9ed018.wxs.aliquot_ensemble_masked.maf.gz	ad97c6b68da93cfcf1d68105355a5e97	377944	validated
586ed71f-2c34-41ea-88e4-d1a8f669aa69	586ed71f-2c34-41ea-88e4-d1a8f669aa69/ee6af2c4-8c88-4327-98d2-1ee795945e9d.wxs.aliquot_ensemble_masked.maf.gz	bad3598340f1d93bd2c8534690d92a5a	46936	validated
58bca16e-9609-43e9-8219-adcdb4c84eef	58bca16e-9609-43e9-8219-adcdb4c84eef/1cd4a447-83b8-4203-9bc5-053b0b716ed5.wxs.aliquot_ensemble_masked.maf.gz	7450720419bd69cef49866e0a54983ef	53669	validated
58ceb657-fc36-4716-a251-769c0bf449fa	58ceb657-fc36-4716-a251-769c0bf449fa/8a82195d-c60e-4afe-8076-c03ec4acfc58.wxs.aliquot_ensemble_masked.maf.gz	3db2a7bf54760b4fffb4103d2ab57afa	44497	validated
5b2c7606-ed93-4316-9408-a06c8e985fe7	5b2c7606-ed93-4316-9408-a06c8e985fe7/b1fce379-6b01-402c-a7b8-ba58ed68ff9f.wxs.aliquot_ensemble_masked.maf.gz	68e0781eb106a90975358c0adc9e246b	52803	validated
5b345b2c-ce5f-4702-9964-d990e4725fe1	5b345b2c-ce5f-4702-9964-d990e4725fe1/ad6353fe-397d-4001-9e3b-64cc1f16617f.wxs.aliquot_ensemble_masked.maf.gz	1c40871461bb3f08c4f5e2083103ce77	193736	validated
5c6d2034-a67a-4063-9ee9-b6546cf1482c	5c6d2034-a67a-4063-9ee9-b6546cf1482c/7deb7940-15cd-474c-8c87-79a722344848.wxs.aliquot_ensemble_masked.maf.gz	48ff3afc1fed33a7b961116f528aa4d2	189887	validated
