id	filename	md5	size	state
028b3b54-1333-495f-af9f-bc8b8920fa3f	028b3b54-1333-495f-af9f-bc8b8920fa3f/629f700f-7b48-466c-9e9e-d2b089b23515.wxs.aliquot_ensemble_masked.maf.gz	c7066c7a3ee2946230a8a996fb17fd8c	75990	validated
02d2c5f1-4972-434c-89a0-cdc7f3ed18cc	02d2c5f1-4972-434c-89a0-cdc7f3ed18cc/0b2f5a24-4c3a-4324-9de0-32ab5a6b8959.wxs.aliquot_ensemble_masked.maf.gz	a442466097df466542b75d8046e32fad	14600	validated
036a8118-c578-4d06-a246-37256fd96f6c	036a8118-c578-4d06-a246-37256fd96f6c/fa21cbb7-1bad-469c-9daf-1dadcab5f956.wxs.aliquot_ensemble_masked.maf.gz	c66344ae9a7446c50797679a381620dd	31225	validated
03feb31e-9972-4ea0-acc8-2810b0796e52	03feb31e-9972-4ea0-acc8-2810b0796e52/efa28b6a-f688-4a65-8222-3b2fa681315f.wxs.aliquot_ensemble_masked.maf.gz	cc97be190e4b7837e76954730f8c3fe7	101541	validated
04bca10c-8a6e-4bd9-84b8-ba1bfdf27f3b	04bca10c-8a6e-4bd9-84b8-ba1bfdf27f3b/2ed71317-e187-4d9d-a9c3-445a1055f7d4.wxs.aliquot_ensemble_masked.maf.gz	f3f8bae87a6d41ef70a86fec01ffb6e2	64238	validated
05225c51-9171-42c4-884b-220469c36f3b	05225c51-9171-42c4-884b-220469c36f3b/bf9d7644-b148-471a-b9a9-d091bc384e37.wxs.aliquot_ensemble_masked.maf.gz	a238f06aa7f8ffeb8cb316cee8aef2d2	144813	validated
05a199e8-682b-4ac7-a885-5dd225730e0b	05a199e8-682b-4ac7-a885-5dd225730e0b/ea3f0172-a750-44e1-a6ed-dcf51cd6bd22.wxs.aliquot_ensemble_masked.maf.gz	d10d70aa5c3969376d5f519f40fc394c	111167	validated
05d198f5-b71b-42b8-9c5a-8b53188dbb74	05d198f5-b71b-42b8-9c5a-8b53188dbb74/fe552e4a-d285-4caf-ab74-8d574af1d27e.wxs.aliquot_ensemble_masked.maf.gz	7906c54f54ea10c2a4a051f63846c40d	62734	validated
06f5487f-2b65-4dbb-90f5-dc322dec6488	06f5487f-2b65-4dbb-90f5-dc322dec6488/2b9ec833-f01f-449e-b264-158bd260c753.wxs.aliquot_ensemble_masked.maf.gz	fb144e35a3014eba7a69064871b7c233	49747	validated
080d6243-0c4f-4217-a17b-4bdbb0363eee	080d6243-0c4f-4217-a17b-4bdbb0363eee/3c800290-2ea2-4d8e-a000-59c20bd4490f.wxs.aliquot_ensemble_masked.maf.gz	3d16c455facba588a6968215cb5f1d31	77095	validated
088a1104-ab72-4769-af01-b2bcc2260d1e	088a1104-ab72-4769-af01-b2bcc2260d1e/6057d85a-41e1-4e61-9400-bc69a2425b99.wxs.aliquot_ensemble_masked.maf.gz	e0b5dd11557ea4a20988ac5dbaddb3e2	502233	validated
0909dc36-de47-44ca-a073-522881b8333f	0909dc36-de47-44ca-a073-522881b8333f/1f178c50-a585-4132-b095-fc2876296ff9.wxs.aliquot_ensemble_masked.maf.gz	5976d253d4ca73f8f9b8e282c357a916	21110	validated
0ab10c7f-1519-4723-8fc5-80d957523b68	0ab10c7f-1519-4723-8fc5-80d957523b68/cd52313b-0931-4f8f-be48-5aa8f5c559d5.wxs.aliquot_ensemble_masked.maf.gz	13f3c982ce5fb40e0aedd27556468184	155466	validated
0c2ca690-1ae8-4eb1-8f0e-237bed5caaf7	0c2ca690-1ae8-4eb1-8f0e-237bed5caaf7/75f41504-697f-457a-b4ed-9ce0bf087047.wxs.aliquot_ensemble_masked.maf.gz	f91571e440b3f224e90655a65630db15	87880	validated
0cc3faad-3e09-46d6-813e-8e95e49274ab	0cc3faad-3e09-46d6-813e-8e95e49274ab/d6ff6696-a6db-48e7-8bed-000e7e31bb4e.wxs.aliquot_ensemble_masked.maf.gz	7bc6a8cc3130f33b5f6d2dabcfb9f5b9	245502	validated
0e15671e-e045-4eac-aff1-6f36e2a8ef50	0e15671e-e045-4eac-aff1-6f36e2a8ef50/1bdef6f0-9a41-466c-9df7-7e2f7e4d9113.wxs.aliquot_ensemble_masked.maf.gz	b85785633d9ab32c66ad3b412dc4467c	74050	validated
0ff7c720-f5ed-45ba-9f16-aefa22afde16	0ff7c720-f5ed-45ba-9f16-aefa22afde16/f345f40c-4f5d-4590-b407-a2d769385935.wxs.aliquot_ensemble_masked.maf.gz	394e610895b9ee89a92a798c10c709e9	55145	validated
10a28556-ee55-4b1c-8a22-09f2635a0265	10a28556-ee55-4b1c-8a22-09f2635a0265/4f79e0cb-763b-4ca8-a109-599e543f9f36.wxs.aliquot_ensemble_masked.maf.gz	11df2f2256c409bc5e40b57f4c42a6bc	42161	validated
112c0e19-6f1a-4481-a4fa-dadb58cced74	112c0e19-6f1a-4481-a4fa-dadb58cced74/0024999f-e291-4d3d-945b-3e71779ab6e7.wxs.aliquot_ensemble_masked.maf.gz	a8d5a2c7e1de8432f5a88b69de947bc2	59239	validated
11b5f4c1-1af7-40d0-8a07-11c95f82f6b4	11b5f4c1-1af7-40d0-8a07-11c95f82f6b4/508f2b1a-9ab2-49e8-9e06-3825343285e7.wxs.aliquot_ensemble_masked.maf.gz	e5c52a7b3619ae39f1346f09754d02e6	51829	validated
128f9f6f-7e1b-4b8f-9727-adb1577e4d34	128f9f6f-7e1b-4b8f-9727-adb1577e4d34/a5343ada-2f1a-43a8-b7b0-8ea6cd6de50a.wxs.aliquot_ensemble_masked.maf.gz	36224baa5329379d57d14686b2087212	393747	validated
12c6b330-5356-43e3-9693-a2bf979900cf	12c6b330-5356-43e3-9693-a2bf979900cf/4ab1dcf8-8905-476a-9356-5658d59f890a.wxs.aliquot_ensemble_masked.maf.gz	fd8dc8e7a0536d33898fecf98f4a88b2	43646	validated
139160f5-5b99-4f3b-afd5-08ee61da1365	139160f5-5b99-4f3b-afd5-08ee61da1365/764abb5a-34ed-4f23-ab0a-a4abc056e8f6.wxs.aliquot_ensemble_masked.maf.gz	89d86ab53aa903bcfa9f1f5756f98e90	37412	validated
159cb75d-95cd-400b-ad89-35d93f13755d	159cb75d-95cd-400b-ad89-35d93f13755d/fca2f9ce-9817-477a-8e9d-41ac0b6d7c1b.wxs.aliquot_ensemble_masked.maf.gz	94a68bd4c32ce95745fb9054774f30e4	190196	validated
15e6a353-3cd4-47aa-a30f-17d67a80bf76	15e6a353-3cd4-47aa-a30f-17d67a80bf76/f3bc3a79-9947-4f60-b39b-fcf62a6e0ed6.wxs.aliquot_ensemble_masked.maf.gz	a6adf9defe4c8fb14524847149478c5f	10157	validated
17142ab0-d595-4dcf-bfc0-ba195cd41383	17142ab0-d595-4dcf-bfc0-ba195cd41383/64a66bae-5441-4c53-acf1-b6720d5d2e91.wxs.aliquot_ensemble_masked.maf.gz	ab433606e048ddda52745bd76df40265	27229	validated
193929ae-7255-458e-803c-657522d05166	193929ae-7255-458e-803c-657522d05166/481e48c0-5e77-402d-9125-fde6812e019c.wxs.aliquot_ensemble_masked.maf.gz	b7e7daf2788d184c540ba9edc87b50dc	17573	validated
1bd9320f-e194-4542-b875-abcdf4517530	1bd9320f-e194-4542-b875-abcdf4517530/e2bc95f5-70b3-4f24-a7b5-724d97068cb3.wxs.aliquot_ensemble_masked.maf.gz	17e64c38233e9b2a24bf8bcfc6bd3e64	18161	validated
1c7577ef-17b3-488a-8f65-7df686458f0f	1c7577ef-17b3-488a-8f65-7df686458f0f/ddbdd93c-a741-47c8-854f-f165e9b8bb5d.wxs.aliquot_ensemble_masked.maf.gz	0ac6d518637afd57567203b780ad7628	94321	validated
1c97a560-73c0-40b1-aab0-221239a753ac	1c97a560-73c0-40b1-aab0-221239a753ac/fe0a6fc6-af53-48f6-83a9-a028f62abbe0.wxs.aliquot_ensemble_masked.maf.gz	473ab62fbf3b5eb122b6040a29a20b16	18745	validated
1fcfb5db-74da-419f-88e4-c0eb0fba9dd5	1fcfb5db-74da-419f-88e4-c0eb0fba9dd5/8d7f6551-56fb-4784-9165-2c1417f01d0b.wxs.aliquot_ensemble_masked.maf.gz	077c8683fa253fb8d34fe75a93a8c547	44837	validated
2048e27b-9dd5-4dff-9ee1-2a68e6b96a5b	2048e27b-9dd5-4dff-9ee1-2a68e6b96a5b/5fe81b77-1967-47c2-8beb-343b47bd65d9.wxs.aliquot_ensemble_masked.maf.gz	4a7c3165d907311527094973a6a5e0a7	44201	validated
20d4884e-69b2-4a7b-944b-c5153bd0a835	20d4884e-69b2-4a7b-944b-c5153bd0a835/d89e9ec7-6334-4692-b440-4dbe24062d75.wxs.aliquot_ensemble_masked.maf.gz	22bc146eccfaf8a0e49b3b631df71ec8	20339	validated
2396f4cd-37c0-4675-a981-a8731903bdbc	2396f4cd-37c0-4675-a981-a8731903bdbc/54d191e3-3e91-41a5-8c26-9cd08c2125b8.wxs.aliquot_ensemble_masked.maf.gz	202ca413015dc1b8b3e04c76018d1062	165499	validated
2438909e-dd04-4461-a8ac-e45f28e391e5	2438909e-dd04-4461-a8ac-e45f28e391e5/a14c5602-5e0e-4227-ace4-cf79a5b57861.wxs.aliquot_ensemble_masked.maf.gz	b778bc4c47fdb2320cedfc5fc8a9bf13	55531	validated
26c8b80e-3c12-4de0-bea1-e5ebc443f59b	26c8b80e-3c12-4de0-bea1-e5ebc443f59b/75bfe887-92fd-4881-8fde-6af85da1e0b1.wxs.aliquot_ensemble_masked.maf.gz	93cdb2281c721f202fe51cafac7fc028	228549	validated
28fa88c6-83d5-4ee2-b230-9fffdc3a5a67	28fa88c6-83d5-4ee2-b230-9fffdc3a5a67/dc87f442-d1cf-4490-885d-2510f724d535.wxs.aliquot_ensemble_masked.maf.gz	960cce31eff9962c6775962c7bafed1d	107310	validated
290a3632-1935-4ff0-893a-d1cd54d55515	290a3632-1935-4ff0-893a-d1cd54d55515/efe3c388-73ad-49e3-8788-eb9d139de604.wxs.aliquot_ensemble_masked.maf.gz	a0c508f90bde288faca7256631bd297a	198469	validated
29fefd5a-8fb6-4733-82e8-49e8e4aaa71e	29fefd5a-8fb6-4733-82e8-49e8e4aaa71e/cd0183f6-f5eb-4d01-80b6-eb6bf6e1dc80.wxs.aliquot_ensemble_masked.maf.gz	7f970e368a006d046590b71cb6bb59af	46120	validated
2a53b431-88ae-431d-a7f3-ea1b0699ca25	2a53b431-88ae-431d-a7f3-ea1b0699ca25/29eae6c5-7c7f-4ac8-b484-0181ffe3e8d4.wxs.aliquot_ensemble_masked.maf.gz	37ebd7529f94b6b7f5628e1499f95f7b	20729	validated
2aa416cd-ccf8-4003-9473-a4372f43819d	2aa416cd-ccf8-4003-9473-a4372f43819d/3bb2ec15-a930-4bb4-ac41-5e596bfdcb11.wxs.aliquot_ensemble_masked.maf.gz	61ae6e15e43b4f711bb43ffc1b5b4442	20228	validated
2b3a6345-abed-492f-82f7-a1bbb851bc6d	2b3a6345-abed-492f-82f7-a1bbb851bc6d/dbedacd3-5f32-4649-88fa-f88e042fad96.wxs.aliquot_ensemble_masked.maf.gz	4fde1bf4d8bdd149deab57f54718992f	11924	validated
2cb2cae5-7236-44fc-a94f-9e07eb513b21	2cb2cae5-7236-44fc-a94f-9e07eb513b21/7a9d438a-d10a-41b2-a027-22378d8420d5.wxs.aliquot_ensemble_masked.maf.gz	072900cfc70f6a16831a679dc92f4ae1	167777	validated
2d5e787b-beda-4150-af59-754823215d3f	2d5e787b-beda-4150-af59-754823215d3f/7698a6c6-b085-410d-a484-d88ecd256b17.wxs.aliquot_ensemble_masked.maf.gz	dfc4e78dec9c7369a48a97e05b2f115b	74206	validated
2d6611dd-cfba-4086-8214-67378f677cf3	2d6611dd-cfba-4086-8214-67378f677cf3/2d658a00-a308-4fdb-a85e-9645214e0060.wxs.aliquot_ensemble_masked.maf.gz	3cb949273723738c33a3c3f541f6a5fc	38543	validated
3027583e-2884-4e1f-b5af-b77ee16092aa	3027583e-2884-4e1f-b5af-b77ee16092aa/883fc7a1-a964-4202-b902-1a93524f6e05.wxs.aliquot_ensemble_masked.maf.gz	c9a4bcfea99f03bcc262694a87929d4d	352693	validated
30fffc39-074c-4666-960d-b83fe42457f8	30fffc39-074c-4666-960d-b83fe42457f8/4e8799f0-f997-4a02-a595-dbcbe9ddbaed.wxs.aliquot_ensemble_masked.maf.gz	e3013bcadbee53fbdaaca479291d40ab	44610	validated
